Name,Address,Rooms,District,AGA Division,PS/MC/UC,Logitiute,Latitude,Category,Grade,Final_Grade,Food_Type,Hotel_ID
KINGFISHER BEACH VILLA,"650/2, COLOMBO BOPITIYA ROAD, USWETAKEIYAWA",3,Gampaha,Wattala Pradeshiya Sabha,Gampaha Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01581
HOME AWAY FROM HOME,"154/8, ERIYAGAMA, PERADENIYA",2,Kandy,Kandy,Yatinuwara Divisional Secretariat,80.5880387,7.265275,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01582
STREAMY VIEW,"9/D/9, NELLIGASGODA, KIRIBATHKUMBURA",2,Kandy,Kandy,Yatinuwara Divisional Secretariat,80.5764288,7.2584743,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01583
HOME STAY STRAND,"218, YADDEHIMULLA ROAD, UNAWATUNA",5,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2419195,6.0095014,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01584
FEEL HOMESTAY,"11A, ST .PHILIP NARY'S CHURCH ROAD, KATUKURUNDA, KALUTARA",1,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9652113,6.5610293,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01585
SEELOGAMA HOME STAY,"SCHOOL ROAD, SEELOGAMA, BELIHULOYA",1,Ratnapura,Ratnapura,Imbulpe Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01586
NATURAL HOLIDAY INN,"NO 6, MODARA ROAD, MEDAKATIYA, TANGALE",3,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.7909616,6.0293222,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01587
SRI V.O.C,"88, DHAMMARATHANA NAHIMI MAWATHA, KATUNAYAKE, NITTABUWA ROAD, NAIWALA, WEYANGODA",1,Gampaha,Gampaha,Minuwangoda Divisional Secretariat,80.0305597,7.1578858,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01588
THE VIEWS,"72/31, A.B DAMUNUPOLA MAWATHA, KANDY",2,Kandy,Kandy,Kandy Divisional Secretariat,80.6259093,7.2930855,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01589
SANASIKA,"NEXT TO RICHMOND CASTLE, TEKKAWATTA, PALATOTA, KALUTARA",4,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01590
DSM HOME STAY,"8/1, PITAKANDA ROAD, KANDY",3,Kandy,Kandy,Gagawata,80.6357216,7.310338,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01591
HANTHANA HOUSE,"108, THAPODARAMA ROOAD, HANTHANA, KANDY",4,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.6247712,7.2750592,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01592
SHEEN HOME STAY,"18/5, MOHOTTI WATTE, BALAPITIYA",1,Galle,balapitiya,Balapitiya Divisional Secretariat,80.033748,6.268667,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01593
MIHISANDA HOME STAY,"NO 8, NATIONAL HOUSES, JAYAPURA, HINGURAKGODA",4,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01594
NARATALE HOME STAY,"NARATALE ESTATE, HELVETIA DIVISION, AMITIRIGALA",3,Kegalle,Ruwanwella Pradeshiya Sabha,Ruwanwella Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01595
PALMS VILLA,"425/10/B, MINUWANGODA ROAD, KADIRANA, NEGOMBO",3,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.8688523,7.1945973,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01596
NATURAL HOUSE,"NO 102, THAPODARAMA ROAD, RICHMOND HILL, HANTANA, KANDY",1,Kandy,Gagawata Koralya,Gagawata,80.6252851,7.2752736,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01597
NOOK IN KANDY,"220/2, KURUNEGALA ROAD, KATUGASTOTA",2,Kandy,Kandy,Harispattuwa Divisional Secretariat,80.6440763,7.2900773,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01598
HANDY LODGE,"176, POLWATTE ROAD, PAMUNUWA, MAHARAGAMA",4,Colombo,Colombo,Colombo Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01599
SOOKEE'S HOME,"38A, NEWTON SENEVIRATNE, BORALESGAMUWA",3,Colombo,Colombo,Colombo Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01600
THE GREEN VIEW,"72/25, 2ND LANE, DAMUNUPOLA GARDENS, KANDY",2,Kandy,Kandy,GANGAWATA KORALAYA,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01601
HANTANA HOME STAY,"11 B3/1A/2, UPPER WATER TANK ROAD, HANTANA HOUSING SCHEME, HANTANA, KANDY",2,Kandy,Kandy,GANGAWATA KORALAYA,80.6342906,7.2756388,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01602
TAMAYA B & B,"NO 56, S DE S JAYASINGHE MAWATHA, KOHUWALA",5,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01603
NO.26D,"26 D, CYRIL JAYASUNDARA MAWATHA, SANGARAJA MAWATHA, KANDY",5,Kandy,Kandy,Kandy Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01604
BEACH RESIDENCE,"7/17, RATHNAYAKA MAWATHA, MAHAWATTE, THALPITIYA, WADDUWA",4,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01605
MAHAGEDARA HOME STAY,"MAHAGEDARA,PADAWIGAMPOLA, YATAGAMA, RAMBUKKANA",2,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01606
BLUE RIBBON,"3/339, KANDUWELA ESTATE, GURUDENIYA",5,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.6892666,7.2655464,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01607
MAHIE,"39, IVORY VILLAGE, YATIKOTAGAMA ROAD, PINNAWALA, RAMBUKKANA",2,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01608
VILLU VILLA,"601/45B, JAYA MAWATHA, AIRPORT ROAD, ANURADHAPURA",4,Anuradhapura,Anuradhapura,Anuradhapura East,80.4219063,8.31536,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01609
SARA HOMES,"NO 141, 4TH LANE, VISHAKA WATTHA, EKALA",3,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,79.9066758,7.0959788,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01610
CHELLI,"NO 241/3A, ST. JOSEPH STREET, NEGOMBO",3,Gampaha,Negombo,Negombo Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01611
CHANDRANI,"NO 115, SRI MAHAVIHARA MAWATHA, PANADURA",4,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01612
STYLISH HOUSE,"NO 309/2, GEORGE E DE SILVA MAWATHA, KANDY",3,Kandy,Kandy,Gagawata,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01613
FAIRLY,"NO 263/2, BATAPOTHA, MADELGOMUWA, GAMPAHA",2,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01614
THOTUPOLA RESIDENCE,"NO 162/1, HALLOLUWA, KANDY",4,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.606204,7.2906944,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01615
MANGO HOUSE JAPANESE GUEST HOUSE,"422/B ,CAPTAIN NISHENDRA MW, NELUMPITIYA, THIMBIRIGASKATUWA, NEGOMBO.",5,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01616
HOLIDAY STAY INN,"NO. 100/7B, GEORGE E DE SILVA MAWATHA, KANDY VIEW GARDEN, KANDY",3,Kandy,Gagawata Koralya,Gagawata,80.6196331,7.2874246,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01617
HANTAHANA HOLIDAY ROOMS,"NO. 13/B/15/1, N. H. S. HANTANA, KANDY",5,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.6366113,7.2749143,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01618
CALM HOMES,"96/9,JANARAJA MAWATHA,HALLOLUWA",4,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01619
OPEN HILL,"86/45 KANDY VIEW GARDEN,GEORGE.E.DE SILVA MAWATHA, KANDY",2,Kandy,Kandy,Kandy Divisional Secretariat,80.6194594,7.2869723,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01620
GARDEN REST-KANDY,"3/30,30/3/1/2,VIHARA MW.,SUDUHUMPOLA,KANDY",3,Kandy,MC,GANGAWATA KORALAYA,80.6246844,7.2832395,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01621
RENUKA INN,"29/261/K, AMPITIYA ROAD, KANDY.",3,Kandy,Kandy,Gagawata,80.6483964,7.2849469,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01622
NANDANA VILLA,"NO. 6, NANDANA GARDENS, YAHAMPATH MAWATHA, MAHARAGAMA",4,Colombo,Maharagama,Maharagama Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01623
MAHAKANDA HOMESTAY,"MAHAKANDA HOMESTAY,430/14,AMBERSTIYA LANE,SARASAWIGAMA ROAD,MAHAKANDA,PERADENIYA,KANDY",2,Kandy,Gagawata Koralya,Gagawata,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01624
VILLA AVIKSHA,"88 PUBUDU MAWATHA , MADIHA , MATARA",3,Matara,Matara,Matara Divisional Secretariat,80.512295,5.937323,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01625
MISTY HILLS,"37, UDA PERADENIYA, PERADENIYA",1,Kandy,Kandy,Kandy Divisional Secretariat,80.6049198,7.2657901,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01626
DAMMIKA HOME,"19 (27/7) SANGAMITTA AVENVE, OFF SRI DHARMPALA ROAD, MOUNT LAVINIA",3,Colombo,Colombo,Colombo Divisional Secretariat,79.8641082,6.8435879,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01627
DWARA,"367/3, 2ND LANE, JINASENA MAWATA, MAHARA, KADAWATHA.",2,Colombo,Gampaha,Gampaha Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01628
DREAM STAY,"25/8, GLASSAUGH ROAD, NANU OYA, NUWARA ELIYA",3,Nuwara Eliya,Nuwara Eliya,Mahaoya Divisional Secretariat,80.7431439,6.9428324,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01629
RYAN HOLIDAY INN,"NO.20, SAMARAWEERA PLACE, WELIGAMA.",1,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01630
SPRING FLOWER RESIDENCE,"NO.115/45, NICHOLAS MARCUS MAWATHA, 7TH LANE, NEGAMBO",2,Gampaha,Negombo,Negombo Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01631
NEGAMBO GREEN VILLA,"105/B, ANDERSON ROAD, NEGAMBO.",2,Gampaha,Negombo,Negombo Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01632
VILLA JASMINE,"NO.11, ST. ANTHONY'S ROAD, ETHTHUKALA, NEGAMBO.",2,Gampaha,Negombo,Negombo Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01633
SHERENES HOME STAY,"87/5, DAMMA DASSI MAWATHA, KANDY.",2,Kandy,Kandy,Kandy Divisional Secretariat,80.6359503,7.305467,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01634
CHANDI,"117/24B, PERIS MAWATHA,KALUBOWILA.",2,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01635
KANDY RIVER BREEZE,"324A, HEWAHETA ROAD, THALWATTA, KANDY.",3,Kandy,Gagawata Koralya,Gagawata,80.6523487,7.2915244,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01636
JUNGLE VIEW,"NO.55,CIRCULAR ROAD,HANTHANA HOUSING SCHEME,HANTHANA,KANDY.",3,Kandy,Kandy,Kandy Divisional Secretariat,80.635864,7.281025,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01637
SUWANI PINNAWALA HOME STAY.,"PINNA LANDA WATTA,BATHABURAYA,RAMBUKKANA.",3,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.383586,7.3007563,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01638
PRIYAMANI HOME STAY,"NO.227/A, PATHAHENA, ESSELLA, VEYANGODA.",5,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01639
SOPHIE HOUSE,"567/3, DEWANIYAGAHA WATTA, NARIGAMA, HIKKADUWA.",5,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.1063005,6.1257824,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01640
DAMITH HOME STAY,"NO.06, 'SAMAGIYA', MADAKETIYA ROAD, TANGALLE.",2,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.793972,6.029473,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01641
AMRITA,"36, POLWATTHA, AMPITIYA, KANDY.",3,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.661261,7.268781,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01642
MOUNT REPUBLIC,"NO.06, LILIAN AVENUE, MOUNT LAVINIA.",5,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,79.8641105,6.8330424,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01643
NATURE,"NO.138/A,WELIGAMPITIYA, POKUNUWITA.",3,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,80.030032,6.732221,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01644
KANDY HOLIDAY RESIDENCE,"NO.19/5,P.L.P.ALWIS MAWATHA,LEWELLA ROAD,KANDY.",3,Kandy,Kandy,Kandy Divisional Secretariat,80.6471513,7.2960543,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01645
AMUURA BEACH HOUSE,"NO.36, MARADANA ROAD, BANDARAWATTA, BERUWALA.",5,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.974822,6.469276,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01646
DIYESTA TRAVELER,"NO. 03, DIYADOLAWATTA, HABARAKADA, THAWALAMA.",2,Galle,Dickwella,Thawalama Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01647
REKAWA VIEW HOME STAY,"NO 62, POKUNAGODA, REKAWA-EAST, NETOLPITIYA, TANGALLE.",1,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01648
WIJESINGHE HOUSE,"NO.04,RAJAGIRIYA UDYANAYA,NAWALA ROAD,RAJAGIRIYA.",3,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01649
SURF DREAM HOUSE,"NO.172, MAIN STREET, WELIGAMA.",2,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01650
VELAPURA RIVER GARDEN,"3/57, MIRISHENA, ETHANAMADALA, KALUTARA-NORTH.",1,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01651
RAVEENA HOME STAY,"""RAVEENA"", NO.11, YASODARA SCHOOL ROAD, MODARAPATUWATHA, DODANDUWA.",2,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01652
VILLA SEPALIKA,"DEWUNDARA WATTA,GIRIGALA,HABARADUWA.",2,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01653
FALCY ESTATE,"FALCY ESTATE, AGALLIYA, BADDEGAMA.",3,Galle,Galle,Galle Divisional Secretariat,80.1849071,6.1990765,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01654
SHADOW GREEN,"AIRPORT ROAD, HINGURAKGODA.",4,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01655
MALI NIWASA,"NO.126,KITHULAMPITIYA ROAD,KAHADUWAWATTA,GALLE.SRI LANKA",3,Galle,Galle,Galle Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01656
OPEN SKY,"NO.34,SAMARAWEERA PLACE,WELIGAMA",3,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.4276126,5.9757616,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01657
THE MIST,"NO.79/53 B,DODANWALA PASSAGE,KANDY.",1,Kandy,Kandy,Kandy Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01658
JAYASWIN HOLIDAY BUNGALOW,"NO.159,ROBOLGODA,BENTOTA.",3,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01659
EMEL BOUTIQUE HOTEL,"NO.15,LURDU MAWATHA,KOCHCHIKADE.",5,Gampaha,Negombo,Negombo Divisional Secretariat,79.8543727,7.2667943,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01660
TRANQUILITY NEST.,"NO.405/E/1,MORAGAHAKELE WATTA,ERIYAGAMA,PERADENIYA.",2,Kandy,Gagawata Koralya,Gagawata,80.5880353,7.2635801,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01661
TRANQUIL HILLS KANDY.,"NO.35/73,C.D.L.FERNANDO MAWATHA,KATUGASTOTA ROAD,KANDY.",3,Kandy,Kandy,Kandy Divisional Secretariat,80.631075,7.3103134,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01662
KANDY HILL,"NO.195/9,RICHMOND HILL LANE,HEERSAGALA ROAD,KANDY.",1,Kandy,Kandy,Kandy Divisional Secretariat,80.6200442,7.2721647,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01663
AMIGO'S STUDIO APARTMENT.,"NO.148/29,KANDY VIEW GARDEN,GEORGE E DE SILVA MAWATHA,KANDY.",1,Kandy,Gagawata Koralya,Gagawata,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01664
PLANTATION INN,"NO.1/73,DANKALAPUWA WATTA,KAPPARATHOTA,WELIGAMA",3,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01665
SEA FRONT HOTEL,"NO:45,VEVISINGAM SASTHRIYAR ROAD,KALLADY,BATTICALOA",2,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01666
HAMSAAM VILLA,"NO:35/1 A,NEW DUTCH BAR ROAD,KALLADY,BATTICALOA",3,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01667
MALA'S HOMESTAY,"NO:37/5 TETHNICAL COLLEGE ROAD,MANJANTHODUWAI-BATICALOA",1,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,81.67473,7.730997,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01668
SWEET LANKA NEGOMBO,"108/8 ST.JOSEPH MAWATHA,ETHULKOTTE,NEGOMBO",2,Gampaha,Negombo,Negombo Divisional Secretariat,79.8419293,7.2463852,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01669
HERIN GREEN HOUSE,"NO.33/1A,SEMANARYA ROAD, KITHULAMPITIYA,GALLE",2,Galle,Bope,Bope-Poddala Divisional Secretariat,80.2028775,6.0608002,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01670
135 VILLA,"NO.135, HEERESSAGALA ROAD,KANDY",2,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01671
RESORT BEEM,"NO:36,GEMUNU MAWATHA,HANTHANA PLACE,KANDY",3,Kandy,Kandy,Kandy Divisional Secretariat,80.6332638,7.283758,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01672
MOUNT HAVEN,"NO.97/7, SRI DAMMASIDDI MAWATHA, ASGIRIYA, KANDY, SRI LANKA",4,Kandy,Kandy,GANGAWATA KORALAYA,80.631058,7.304799,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01673
COMFORT HOME STAY,"NO. 5A, WEERAKOON GARDENS, KANDY",1,Kandy,Kandy,GANGAWATA KORALAYA,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01674
KANDY ROYAL RESORT,"NO.229/16, ROYAL WAY, THALWATTA, THANNAKUBURA ROAD, KANDY",5,Kandy,Gagawata Koralya,Gagawata,80.6551408,7.2838115,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01675
KUNDALA BUNGALOWS,"NARIGAMA TEMPLE ROAD,HIKKADUWA",3,Galle,Galle,Galle Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01676
CHELIYAN VILLA,"NO.128/1, GEORGE E. DE SILVA MAWATHA, KANDY",3,Kandy,Kandy,Kandy Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01677
SEVEN SCENIC,"NO.7, KUMUDU MAWATHA, PRIMROSE GARDENS, KANDY",2,Kandy,Kandy,GANGAWATA KORALAYA,80.6105692,7.280184,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01678
SHALOM RESIDENCE,"OLD NO138/1, NEW NO 140/2, MISTY HEAVEN, WARIYAPOLA SRI SUMANGALA MW,MAPANAWATURA, KANDY",4,Kandy,Kandy,GANGAWATA KORALAYA,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01679
BARNES LODGE,"34/7A,BARNES PLACE,COLOMBO 07",5,Colombo,Colombo,Colombo Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01680
LUMBINI VILLA,"NO. 86/A, WARAPITIYA, DHARGA TOWN",3,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01681
LAL HOME STAY (SIGIRIYA),"NO 209, AHELAGALA, SIGIRIYA",4,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.7420766,7.949786,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01682
SIGIRI LODGE,"POTHANA , KIMBISSA",2,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01683
SUNSHINE VILLA,"SUNSHINE VILLA, THALKOTE ROAD, EHALAGALA, SIGIRIYA",4,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01684
SINHAGIRI VILLA,"5A, NAWA NAGARAYA, SIGIRIYA",3,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01685
KANDY VIEW VILLA,"86/19B, KANDY VIEW GARDEN, JORJ E DE SILVA MW, KANDY",2,Kandy,Kandy,Gagawata,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01686
UDA KANDA,"KADURUDUWA,WANCHAWALA,GALLE.",3,Galle,Galle,Galle Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01687
THARAKA SURF GUEST,"P.18,ARUGAMBAY POTTUVIL.",5,Ampara,Pottuvil,Pottuvil Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01688
WELCOME HOUSE,"NO 65 D/01,PANAMA.",1,Ampara,Ampara,Lahugala Divisional Secretariat,81.808772,6.758059,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01689
PANAMA VILLAGE HOME,"WEERA BODHI MAWATHA, PANAMA",4,Ampara,Ampara,Lahugala Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01690
